Tweet User,Location,Following,Followers,Total Tweets,Tweet,Time of Tweet,Account Created
bitch_navi,Happy in Cali,190,1816,188671,"You deserve another Oscar, I just finished watching the movie and it is top tier . Your cast mates acting was phenomenal.   You’re so great at your craft, I know you deserve every award given during the award ceremonies  🙌🏾👏🏾✊🏾👊🏿🤙🏾🫶🏾🤌🏿✨WomanKing ",2022-09-22 23:42:42+00:00,2012-07-22 20:14:19+00:00
nolanisk,"Atlanta, GA",1467,616,22360,In a screening for DontWorryDarling and there’s maybe 11 ppl here. For comparison the first showing of WomanKing only had 8 or so empty seats in a theater that seats 250 😳,2022-09-22 23:28:07+00:00,2015-04-29 21:02:27+00:00
_Bori22,,14735,14933,13742,  Not on WomanKing week! ,2022-09-22 23:24:41+00:00,2009-10-26 01:40:36+00:00
Daddy_Oooo,Somewhere flirting!!!,514,569,40736,And I gotta get to the drive Inn to see Woman King!! 😩 best time to go weather lk this.. definitely going to see it WomanKing,2022-09-22 23:00:20+00:00,2010-09-28 21:00:12+00:00
lexia_angel,Keep living😎,371,152,3696,"The women king is amazing but it is not true to African Culture. Unfortunately Africa is a man's world even tho the women are like lioness taking care of the family, cooking, working in farms, abused. They exist to make the  mens' life easier at their own expense. WomanKing",2022-09-22 22:37:39+00:00,2017-07-04 03:44:49+00:00
tonetalks,"Los Angeles, CA",676,28120,20667,This boycott is for that unnamed prisoner Nanisca horrendously murdered. boycottwomanking womanking  The detailed recount by the  nearly brought me to tears after reading. ,2022-09-22 22:36:10+00:00,2015-10-08 01:47:41+00:00
Thereal_lexis,"Greater Accra, Ghana",301,456,1395,As e start more action wow nice movie WomanKing,2022-09-22 22:33:01+00:00,2012-12-20 00:26:01+00:00
dunksothersista,East Coast ,1910,1461,124309,If u have not seen WomanKing go and see it. It was an amazing story and the acting was fabulous  and everyone were so good. The best movie I’ve seen in awhile Bravo 🍿 🎥 ,2022-09-22 22:30:31+00:00,2008-09-11 00:07:49+00:00
DemandAfrica,,283,1252,2627,"Look  does not play when it comes to Black women ok?! Get you a co-worker like John! Have you seen WomanKing yet? What did you think?🎥:  Follow  across social channels for African film, entertainment and culture on demand 24/7 ",2022-09-22 22:24:24+00:00,2016-09-26 20:09:52+00:00
PYMOVIES,230a lake street plaza ,38,47,341,come see a movie this weekend!🎬🍿📽️🎟️3 great choices to choose from!Visit us at  for showtimesmovienight dontworrydarling WomanKing barbarianmovie ,2022-09-22 22:21:53+00:00,2010-09-23 23:20:10+00:00
BillboyJAM,"Virginia, USA",286,257,29796,WomanKing  was really good ! Definitely worth a watch if you haven’t seen it yet,2022-09-22 22:13:01+00:00,2011-01-27 03:19:47+00:00
Needsmustave,,435,125,3847,  It is factual though. When last you saw the headlines FBA discovered cure for diabetes and hypertension?Never right? Because they busy sabotaging womanking and playing the clown on Twitter,2022-09-22 21:41:52+00:00,2009-06-24 20:34:27+00:00
Family_Honor,"Fort Worth, TX",1965,2019,15050,"You know👀… maybe it’s time for a female President of the United States🤔, I mean men been fucking it up since the beginning🤷🏾‍♂️, ijs facts ....Election2024 ElectionReformAct WomanKing",2022-09-22 21:41:38+00:00,2012-07-15 03:27:12+00:00
isupk_canada,"Toronto, Ontario",333,199,3224,HAVE A GOOD DAY ...🔥🔥🔥✡🔥🔥🔥womanking feminism love woman soldier fight war fyp femininity montreal canada toronto isupk ISUPKCANADA  ISUPKQUEBEC  ISUPKTORONTO  ,2022-09-22 21:40:48+00:00,2018-09-03 23:36:54+00:00
MiloBrewster1,Myanmar,149,62,12,This is historical reason they stopped trading slaves. WomanKing BoycottWomanKing ,2022-09-22 21:39:26+00:00,2022-05-20 03:54:13+00:00
AhdayarY,MONTREAL / CANADA ,3527,234,928,HAVE A GOOD DAY ...🔥🔥🔥✡🔥🔥🔥womanking feminism love woman soldier fight war fyp femininity montreal canada toronto isupk ISUPKCANADA  ISUPKQUEBEC  ISUPKTORONTO ,2022-09-22 21:07:58+00:00,2018-10-19 00:39:47+00:00
drip_mizzle,,191,7,237,It's been 2 days &amp; I'm still thinking abt the woman king . I have to see it again. It was amazing. It blessed me in soooo many ways. WomanKing WomanKingMovie violadavis sisterhood forget the haters.,2022-09-22 21:03:30+00:00,2010-07-07 23:30:26+00:00
Mani120683,"Providence, RI",516,167,13423,this is super hard 2 hear/listeni love violadavis actingthe cinematic of this movie womankinglook epic and super cool and empoweringbutif its historically inaccurate+ supported slavery+ started mid-atlantic slavetrade+ had majority of slavesI cant watch it 😶... ,2022-09-22 20:56:16+00:00,2013-11-25 04:00:48+00:00
nba_khabo,"Bulawayo, Zimbabwe",1828,1742,2960,Shoutout to  for his performance on Breaking. Can’t wait to watch WomanKing 🤞🏾,2022-09-22 20:50:28+00:00,2017-04-24 10:53:29+00:00
TajMarie17,"Triangle, NC",845,1236,26372,"But does Viola Davis recognize what the American Descendants of Slavery (ADOS) are worth? The US was built from our ancestors' unpaid labor under the guise of rape, l*nching, human trafficking &amp; torture. Glorifying slave traders in womanking will always be disrespectful!! ",2022-09-22 20:42:46+00:00,2018-04-11 21:32:47+00:00
writerslay,"Alabama, USA",426,182,889,This movie amazing go see it WomanKing ,2022-09-22 20:36:16+00:00,2021-05-01 06:41:12+00:00
Drs1AngryBMBC,,334,724,1271,Boycott Stud King! Viola is lesbian Feminist slave!   BlackTwitter BoycottTheWomanKing WomanKing WomanKingMovie FBA b1 BLM ADOS kevinsamuels ,2022-09-22 20:22:07+00:00,2022-09-03 21:49:57+00:00
Deskeezy,ATL,1251,286,16608,WomanKing  is a must see ! 🔥🙌🏾💯,2022-09-22 20:15:03+00:00,2010-04-15 14:10:30+00:00
EnbyToad,He/They,307,182,12830,Once  finally let us see WomanKing amma be ANNOYING,2022-09-22 20:11:50+00:00,2021-04-16 14:31:39+00:00
mutalenkonde,State of manifestation,2821,11958,7109,"I got into a cab in DC and my driver immediately told me not to see WomanKing during the ride she expressed anti-immigrant sentiments, homophonic and transphobic sentiment. She kept saying she saw it on YouTube. She is economically marginalized and vulnerable these messages.",2022-09-22 20:10:44+00:00,2015-05-29 17:22:12+00:00
MsNNA,Stop Being Nosey,262,213,14618,To all WomanKing complainers pls see below: ,2022-09-22 20:02:23+00:00,2009-08-27 02:07:51+00:00
Jafet_Perezz,"New York, NY",1982,593,7570,Even the intro powerful. WomanKing violadavis,2022-09-22 19:35:42+00:00,2010-07-08 17:44:21+00:00
CreativeFuture,,6307,21663,22768,"From WomanKing’s costume designer to TheMenu’s production designer,  highlights 10 talented artisans to watch for 2022. StandCreative  ",2022-09-22 19:28:00+00:00,2011-01-28 17:43:10+00:00
Muzi_Z,"Pietermaritzburg, South Africa",2102,17028,121791,Our Queen outchea KINGING!!!  WomanKing  TAKING UP SPACE &amp; CEMENTING HERSELF 🙌🏾🥰👑,2022-09-22 19:16:24+00:00,2009-07-25 22:34:22+00:00
theotherbabe1,,30,2,139,_Project i didn't think it could be this flawlessWomanKingNewProfilePic ,2022-09-22 19:15:56+00:00,2022-09-17 11:03:20+00:00
Xpressionable,,3776,3147,34394,"How Hollywood Portrays Darkskin Black Women...Even if they participate in the b.s.🤔Watch ""WomanKing , BoycottWomanKing TheWomanKing : Masculine Black Women"" on YouTube - Calculated Moves  ",2022-09-22 19:15:00+00:00,2012-03-21 12:58:16+00:00
iheartmusic224,"Georgia, USA",816,801,62022,Goin to see WomanKing tonite 🤗,2022-09-22 19:01:46+00:00,2011-07-13 03:38:06+00:00
MercedesMarv,,69,9,239, has been living in my mind rent free since WomanKing came out.,2022-09-22 18:59:25+00:00,2021-09-16 00:47:48+00:00
jsmoothnyc,NYC All 5 Boroughs,88,320,7870,"Either way saw The Woman King is 1 in the box office and the people that SAW the movie all gave it great reviews. It’s more than 90% on rotten tomatoes and it should be. Hopefully it wins lots of awards, it deserves it TheWomanKing WomanKing",2022-09-22 18:56:35+00:00,2009-06-21 17:29:31+00:00
InVINCE_able__,Atl/NJ,115,436,4813, ABSOLUTELY AMAZING!!! You killed it Queen WomanKing,2022-09-22 18:51:33+00:00,2012-06-03 00:32:08+00:00
Xpressionable,,3776,3147,34394,"Pharaoh is right, where is white people's WomanKing after they had lost A female Queen..but the black community got a woman king? Black women took kings life &amp; pretended to be men Watch ""Why Would A Black Man Go To See The Woman King Movie?"" on YouTube ",2022-09-22 18:50:27+00:00,2012-03-21 12:58:16+00:00
AwfulErigger,GTA 3000 ,59,9,57, read it and weep. next year I take a pisz on her grave.WomanKing,2022-09-22 18:49:53+00:00,2022-09-05 16:48:46+00:00
AwfulErigger,GTA 3000 ,59,9,57,"_15  You can lick my red velvet cake and cope harder, whiteboy! WomanKing",2022-09-22 18:48:31+00:00,2022-09-05 16:48:46+00:00
1FunnySistah2,"Brooklyn, NY",3202,1348,5430,Enjoy the movie. It’s badassery at its finest!! WomanKing support ISeeMe ,2022-09-22 18:34:41+00:00,2011-10-29 14:09:07+00:00
MulomaHeritage,,117,129,729,Black history hits the big screen to remind us that and Black excellence existed long before our ancestors were enslaved. WomanKing  ,2022-09-22 18:30:03+00:00,2020-09-15 19:40:33+00:00
loveemarib,,670,1124,47038,WomanKing  was amazing!,2022-09-22 18:25:29+00:00,2012-07-28 14:15:06+00:00
Divineflamess,,60,293,32228,Yall wont boycott jeffreydahmer but will boycott WomanKing .Yall in trouble for realllllllll real,2022-09-22 18:20:47+00:00,2012-09-15 23:34:47+00:00
KimWrites4U,#DMV,2750,2345,16093,There’s so much BlackHistory One of the things I love about trends like WomanKing is it starts a conversation and deeper dives into our history. ,2022-09-22 18:17:31+00:00,2017-07-13 21:37:06+00:00
jsmoothnyc,NYC All 5 Boroughs,88,320,7870,I actually saw a black lady said “I did my research and did a lil digging and saw a preview where Viola was selling woman…” YES DUMMY BUT IT WAS A PLOY A TRICK…Damn I don’t wanna spoil but WATCH THE MOVIE then do a review TheWomanKing WomanKing,2022-09-22 18:06:49+00:00,2009-06-21 17:29:31+00:00
Lawrence3134,DETROIT,240,357,10249,   STOP reporting the WomanKing leading the box office. It’s suppose to it’s the 1 film in 3700 theaters. boycottwomanking“The woman King is not proven to be profitable in any way. So overall it is coming out that the film will be a box office failure.”,2022-09-22 17:55:02+00:00,2021-05-16 18:25:18+00:00
DopeAuntie,"Houston, TX",509,135,3668,A very insightful article about WomanKing. ,2022-09-22 17:48:15+00:00,2020-02-19 00:10:19+00:00
bakara_j,,150,495,6508,The Emancipation Proclamation turned 160 years old today and ViolaDavis is celebrating the very people who enslaved us-Black American descendants. 😢WomanKing WomanKingMovie  ,2022-09-22 17:46:01+00:00,2020-05-25 15:06:42+00:00
_HernAnthony,United States,473,691,61856,That's 2 for 2  🔥 and the rest of the ladies look great too! Go see WomanKing ,2022-09-22 17:31:07+00:00,2009-07-25 00:53:56+00:00
DatManWitThePl1,,233,42,566,All I know is there will be hell to pay if they try to fill ANY of that Hollywood checklist with the Shaka Zulu project that's all I'm gon say 🤷🏿‍♂️.WomanKing,2022-09-22 17:06:44+00:00,2022-05-06 04:48:17+00:00
tonetalks,"Los Angeles, CA",676,28120,20667,This is the  recount of the Nanisca character played by Viola Davis in womanking committing a horrendous act. So the writers  changed her from this monster to a freedom fighter liberating slaves that are our ancestors. BoycottWomanKing ,2022-09-22 17:03:53+00:00,2015-10-08 01:47:41+00:00
nubianlaydee,wherever God needs me to be. ,92,139,5647,The strength of a black woman 🙌🏾🙌🏾.... WomanKing,2022-09-22 16:47:38+00:00,2009-08-07 21:09:23+00:00
MissMwanyigha,"Nairobi, Kenya",1055,195357,27016,Counting down…⚔️womanking  ,2022-09-22 16:46:19+00:00,2009-04-18 18:42:12+00:00
BrainCoach333,Chicago,7961,7650,16599,Have you seen this yet? It looks good. I haven’t been to the movies in a while. Think it’s time to go. 🧡womanking ViolaDavis Movie HappyThursday ,2022-09-22 16:31:57+00:00,2012-04-12 18:29:36+00:00
RolandSaget,,4,1,86,Why should you boycottwomanking TheWomanKing WomanKing Dahomey   via  boycottwomanking,2022-09-22 16:25:23+00:00,2021-02-25 19:03:59+00:00
YvetteVan8,127 DREAM WAYV♡,30,10,2,This is historical reason they stopped trading slaves. WomanKing BoycottWomanKing ,2022-09-22 16:18:06+00:00,2022-09-02 22:58:21+00:00
CinemasHeritage,,73,896,1246,'s transformation to become OBA ADE!!TheWomanKing is NowShowing in our cinemas! See it today. 🍿...HeritageCinemas movies moviestogether OBADE Womanking BBNaija ASUU Nia Long ,2022-09-22 16:15:40+00:00,2019-08-10 07:52:29+00:00
RDrago66,,1540,1101,339446,"   This is a better first Wednesday gross than Harriet ($929,530), and Widows ($1,222,128). TheWomanKing WomanKing ViolaDavis BoxOffice ",2022-09-22 16:05:42+00:00,2016-10-13 17:35:03+00:00
Buthelezi_Zee,Johannesburg,2013,1267,6029,📍Pre Release 💃💃💃WomanKing ,2022-09-22 15:58:08+00:00,2011-11-23 19:18:33+00:00
Uncle_DuD72,"Philadelphia, PA",394,307,6369,"For all you WomanKing ass Negus out there I see tweeting nut shit like ""How u cheat on Nia?"" Stop it! That guy a hooper/coach with a bag and this aint 1995. Them likes and retweets don't turn into 😺 yall know that right? SheBorrowedNiasLong",2022-09-22 15:31:36+00:00,2011-12-19 20:19:52+00:00
303rdking,,57,2,37,How in the world or any alternate universe do you cheat on   its alright baby you're an amazing person and incredibly gorgeous and only deserve the best. You got love over here 24/7.💐womanking,2022-09-22 15:27:00+00:00,2022-04-22 19:44:02+00:00
ImTooKind_,Las Vegas..,693,1570,130420,I’m going to see WomanKing 😄,2022-09-22 15:21:05+00:00,2010-11-30 21:41:39+00:00
victorsolo_43,,2457,6647,11339,Every time they said Dahomey all I heard was Da homie😂 womanking,2022-09-22 15:11:25+00:00,2015-04-26 19:11:09+00:00
KINGMe__,I’m from MD first of all 🤞🏾,67,161,25935,The womanking was so good I had to see it twice! They was fucking those men up 😂,2022-09-22 15:09:54+00:00,2009-03-15 21:42:00+00:00
QUANNAMC,The Ghetto ,1082,4033,149785,Can we talk about WomanKing and how everybody acted their ass off. Even the kings wife Shante - beautiful like a Kenya doll from back in the day,2022-09-22 14:54:20+00:00,2011-01-07 07:31:12+00:00
_Linda_Ime,"Lagos, Nigeria",2893,3271,10540,WomanKing is an awesome movie!!!Viola Davies deserves all the flowers! Mahn she’s fantastic 🔥WomanKingMovie womanking,2022-09-22 14:40:01+00:00,2019-03-06 19:17:32+00:00
CommeyPusch,,15,0,6,womanking  womankingfilm blackhistory . Get the history of African Women Kings. Grab copy today on Amazon:  ,2022-09-22 14:29:07+00:00,2022-09-19 17:05:47+00:00
afiba_m,"Cape Town, South Africa",2468,4070,16407,Thats my brother right there  on  WomanKing TheWomanKing movies ,2022-09-22 14:10:07+00:00,2011-02-22 07:53:46+00:00
tipsyrealitytv,,2212,816,9145,Has anyone seen WomanKing  ? Was it good?,2022-09-22 14:01:46+00:00,2012-06-23 05:12:36+00:00
_AC_Carpenter_,Earth,219,70,1311,"Hollywood made a movie that instructs you to view the Dahomey Kingdom as heroes because the film features black women, but neglects to mention how the Dahomey enslaved hundreds of thousands of fellow Africans for Europe. Ask yourself why.WomanKing",2022-09-22 13:45:54+00:00,2012-03-03 05:15:29+00:00
nofeelingzyolo,From The land of No Feelingz,1786,1602,54794,I’m ready to go see WomanKing again that movie was straight FIRE 🔥,2022-09-22 13:29:57+00:00,2011-10-05 12:22:25+00:00
NewsToter,"Tallahassee, FL",5694,7851,86587,Black Studies lecturer: Boycotting ‘The WomanKing makes no sense ,2022-09-22 13:14:26+00:00,2017-05-15 00:47:58+00:00
ddann_h,Rahlayyy,2562,1813,65773,"🗣GO SEE WOMAN KING..... That's it, thank me later 😩🙌🏾 WomanKing",2022-09-22 13:12:53+00:00,2009-06-30 02:34:44+00:00
TherealDaneal,Tampa,990,358,11554,"Can't wait to see this again. Great story and incredible acting. If you haven't seen it, go see it, you won't be disappointed. WomanKing Greatmovies ",2022-09-22 13:10:21+00:00,2011-01-14 20:31:44+00:00
afiba_m,"Cape Town, South Africa",2468,4070,16407," I am so proud and so honours to call you my friend, and my brother. I can not wait for the premiere of  in South Africa. I wish you many more global roles.  will you be having the Premier night of this movie?  TheWomanKing  WomanKing ",2022-09-22 12:59:07+00:00,2011-02-22 07:53:46+00:00
ShechangesE,,81,109,7439,Welcome to ThankfulThursday. I’m Thankful the WomanKing is the 1 movie in America. How bout you?ViolaDavis FreeBrittneyGriner FreeBrittanyMartin ProtectBlackWomen Vote VoteBlueIn2022 ,2022-09-22 12:54:43+00:00,2019-01-05 22:05:31+00:00
FHabansan,,227,62,5037,WomanKing go see it! That is all.,2022-09-22 12:42:07+00:00,2021-10-23 01:38:58+00:00
EVAEZI1,,726,6241,58990,I doubt there is anyone who has watched WOMAN KING that hasn't seen it ATLEAST Twice.  O.M.G ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍 I cud never find d right words.Jimmy Odukoya's fight scenes were also 🔥🔥🔥🔥IZOGIE and AMENA were EVERYTHING!!!!! WomanKing,2022-09-22 12:40:23+00:00,2010-01-30 10:13:32+00:00
DraperStalone,"England, United Kingdom",63,312,31642,WomanKing  who’s down?,2022-09-22 12:13:52+00:00,2010-01-27 01:45:53+00:00
guerillartist,wdc,2156,2280,38813, Who else is feeling the timing of WomanKing a film about Black ppl fighting against slavery while the death of QueenElizabeth who profited from it &amp; subsequent Colonialism all occuring at once? QueenElizabethIIMemorial was interupted by an African. The ancestors have spoken,2022-09-22 12:13:02+00:00,2011-03-01 16:52:01+00:00
RhyettaR82,United States,347,159,2178,Before WomanKing  ,2022-09-22 12:05:19+00:00,2022-02-09 02:33:25+00:00
WeActRadio,"Washington, DC",52676,52303,129898,  Who else is feeling the timing of WomanKing a film about Black ppl fighting against slavery while death of QueenElizabeth who profited from it &amp; subsequent Colonialism all occuring at once? QueenElizabethIIMemorial was interupted by an African. The ancestors have spoken Ase',2022-09-22 11:59:37+00:00,2008-07-22 23:31:01+00:00
WeActRadio,"Washington, DC",52676,52303,129898, Who else is feeling the timing of WomanKing a film about Black ppl fighting against slavery while death of QueenElizabeth who profited from it &amp; subsequent Colonialism all occuring at once? QueenElizabethIIMemorial was interupted by an African. The ancestors have spoken Ase',2022-09-22 11:58:21+00:00,2008-07-22 23:31:01+00:00
chaniee_bob,,1265,5018,14949,This woman 😍WomanKing ,2022-09-22 11:50:11+00:00,2017-03-06 22:33:58+00:00
awjdirectory,Japan,123,100,484, Frantically searching for Japan release dates 😨 will we be graced by the WomanKing ?,2022-09-22 11:30:36+00:00,2019-11-15 12:07:24+00:00
Scorpio_Sol44,Boondocks,1250,763,36520,"Still waiting on Hollywood to make a movie about Jews ratting out other Jews to the Nazis and glorifying it like they do with so called black ppl in film, constantly.. Or a movie about Mansa Musa, maybe? Holly-Wood programming is a mf. WomanKing  falseempowerment",2022-09-22 11:01:29+00:00,2012-03-26 07:52:35+00:00
Marvel_00_us,"Port Harcourt, Nigeria",1529,861,22057,"I mean, thinking of it now, it had to be a woman right??😅_baybiee took me to see the WomanKing  and I'm so grateful 🥺🙌🏾",2022-09-22 10:13:39+00:00,2016-05-18 10:04:52+00:00
cymruno1, Wales,158,22,280,If the WomanKing can airbrush history and exclude the role they played in the slave trade. Can we rebrand amistad as a jolly boat trip? DoubleStandards,2022-09-22 10:09:09+00:00,2020-11-04 01:12:16+00:00
justhertribe,,15,5,911,The womanking has been the best movie I've seen in a long time... Go see it!,2022-09-22 10:05:35+00:00,2022-01-31 05:25:03+00:00
DiscOfTron,"Melbourne, Australia, Earth ",202,157,8073,Viola Davis defends «The Woman King” falsifying history to push its subv...  via  WomanKing fake,2022-09-22 09:57:29+00:00,2011-05-19 11:46:11+00:00
itsEXOXE,Canada,148,177,2238,"What an emotionally draining week this has been. Its good to reach out even if its not what you wanted. I should be drinking lol but instead I think tomorrow is a ""Say Something"" hat day along with the WomanKing movie. LGBTQIA Mentalhealth selfcare movies ",2022-09-22 08:17:56+00:00,2009-02-12 14:09:35+00:00
ZandiMlo,"Johannesburg, South Africa",234,131,1881," John, John, John..&amp;. where's the official premiere of WomanKing happening, I can't wait to see it tomorrow",2022-09-22 07:53:50+00:00,2021-01-31 15:58:24+00:00
37mph,"Johannesburg, South Africa",714,10315,51690,"I’m totally looking forward to an evening of networking, celebrating excellence in film. Book your ticket here to attend the exclusive screening of WomanKing  ",2022-09-22 07:53:25+00:00,2009-01-28 14:59:31+00:00
NextLifetime__,🤷🏾‍♀️,909,1054,31881,Y’all realize it’s a lot of WHITE PEOPLE doing the boycotting… WONDER WHY? Y’all just falling in; pawns if you will. WomanKing,2022-09-22 07:30:43+00:00,2012-03-04 01:53:47+00:00
NextLifetime__,🤷🏾‍♀️,909,1054,31881,"Honestly, historically accurate or not. Many of you didn’t care until-. We don’t whole heartedly support anything unless it’s Black Panther and that’s the damn shame. WomanKing",2022-09-22 07:29:22+00:00,2012-03-04 01:53:47+00:00
NextLifetime__,🤷🏾‍♀️,909,1054,31881,Y’all think the boycott really told Hollywood what Black Americans want? No dodos it told them that movies about Africa or any type of history with an all female Black cast won’t sell… 🙃WomanKing,2022-09-22 07:28:22+00:00,2012-03-04 01:53:47+00:00
imoheboh,Nigeria,1754,2596,42984," thanks for WomanKing and thanks for giving my boo, such screen time. TheSamurider ",2022-09-22 07:15:26+00:00,2010-01-30 16:49:32+00:00
SistersKeeper42,,3,5,13,Monitoring your mental health is just as important as monitoring your blood pressure. mind health wellness depression brainfog fyp healthylifestyle therapy fitness bloodpressurecheck hypertension healthtips WomanKing,2022-09-22 06:59:17+00:00,2022-05-26 13:14:14+00:00
Pyspark22,PlanetXIXX,4997,862,75196,People calling WomanKing anti man and anti white or whatever nonsense are not serious. The movie did not even focus on white people and I am so glad. This was mainly centered around a tribal war and securing a kingdom's future.,2022-09-22 06:11:36+00:00,2013-06-16 10:18:41+00:00
iysydney,Every where☺,658,5187,29413,womanking is nothing but the Vibe,2022-09-22 05:38:54+00:00,2011-07-03 17:41:15+00:00
brebre4000,"Brentwood,California",719,259,5385,The WomanKing was really a 50/10 movie. Everyone in that cast ACTED.,2022-09-22 05:12:24+00:00,2010-12-29 23:50:26+00:00
MrsBritLovely,"Seattle, WA",193,82,89,I rather see a movie with historical accuracy written by us for us.  What about a movie for us telling our true story of who we are.  WomanKing,2022-09-22 04:59:52+00:00,2011-02-21 21:38:35+00:00
MrsBritLovely,"Seattle, WA",193,82,89,I haven’t been interested in seeing  womanking the title don’t sit well with me. It doesn’t align. The ent industry has used ent to shape our minds and our culture. Social engineering.,2022-09-22 04:59:06+00:00,2011-02-21 21:38:35+00:00
Tayvionart,Follow my instagram,55,221,4327,  womanking  graffiti art by me movie Africa art BLM ,2022-09-22 04:58:15+00:00,2022-03-03 20:48:47+00:00
sonofasouthernc,,1328,2893,6283, wow just wow WomanKing,2022-09-22 04:56:44+00:00,2010-11-26 01:54:38+00:00
QUANNAMC,The Ghetto ,1082,4033,149785,You survived cause you are meant to be here womanking is beautiful wow.,2022-09-22 04:54:04+00:00,2011-01-07 07:31:12+00:00
macisar,,291,265,4629,Go see WomanKing immediately. That is all.,2022-09-22 04:50:35+00:00,2011-06-17 01:40:14+00:00
LanceeAlot,✨✨,274,406,34071,Everyone needs to go see WomanKing right now,2022-09-22 04:48:10+00:00,2012-04-15 12:09:03+00:00
FLXCarrie,WHERE THE ENTERTAINMENT IS!,1584,1342,83901,WomanKing was great!,2022-09-22 04:44:14+00:00,2009-12-31 02:55:36+00:00
RiceBoyyyTV,"Ontario, Canada",835,757,5469,"We went into the theatre knowing that this movie was going to be badass, but it was much much more than that. What an incredibly moving film. Please see this movie. WomanKing TheWomanKing ",2022-09-22 04:43:35+00:00,2020-11-30 22:35:51+00:00
IdelaMattie,,83,14,257,"I absolutely loved this movie! I came expecting lots of action, but left extremely moved by the story. Viola and this beautiful cast deserve their flowers and box office success. Don’t stream it, go see it! WomanKing ",2022-09-22 04:41:17+00:00,2022-01-05 11:07:02+00:00
tonetalks,"Los Angeles, CA",676,28120,20667,Why are womanking  costumes on  &amp; websites? Again the Dahomey committed atrocities on Black slaves that are our ancestors. They captured &amp; stole them at an unimaginable scale &amp; traded them into the ocean or kept them as slaves. - Costumes are unacceptable. ,2022-09-22 04:38:07+00:00,2015-10-08 01:47:41+00:00
QUANNAMC,The Ghetto ,1082,4033,149785,Wow WomanKing is amazing,2022-09-22 04:34:19+00:00,2011-01-07 07:31:12+00:00
LADY_A_39,DMV,704,850,1716,WomanKing   loved it!!,2022-09-22 04:23:49+00:00,2022-08-04 00:05:29+00:00
JelaniMcclain,"Pennsylvania, USA",439,235,10353,"_300BO   You're a troll. What you call ""facts"" is a selectivity placed narrative to debunk the reparations campaign, along with that Hollyweird, feminist, history spin called the WomanKing. Despite what many of you believe, you can't trick everyone with political subterfuge.",2022-09-22 04:22:16+00:00,2018-06-22 04:55:13+00:00
Kushkonvos,Kingdom Of Kush ,129,95,391,New episode from the crew! Click the link below 👇🏿  _okoyo  🇸🇸🇰🇪🔴⚫️🟢🚀obidence WomanKing Benin ,2022-09-22 04:21:33+00:00,2020-11-26 15:33:23+00:00
Pyspark22,PlanetXIXX,4997,862,75196,"I want the lady that played Amenza EVERYWHERE. I want her in vampire fantasy, fairy fantasy, Sci-fi, space pirate romance. I want everything. WomanKing",2022-09-22 04:12:53+00:00,2013-06-16 10:18:41+00:00
K2Runs,A Minnesotan living in Texas,689,751,25864,"Go see !  crushes all her roles, but she REALLY wows in this. All the acting was spectacular. WomanKing ",2022-09-22 04:06:34+00:00,2012-08-14 17:09:51+00:00
Pyspark22,PlanetXIXX,4997,862,75196,WomanKing John was having FUNThe lady that played Nawi was perfect for the role.The lady that played Amenza stole my attention EVERY TIME she was on screen. She is stupidly beautiful and I was mesmerized bey her. Viola has redeemed herself. First Lady who?,2022-09-22 04:05:25+00:00,2013-06-16 10:18:41+00:00
Pyspark22,PlanetXIXX,4997,862,75196,I don't care what you are doing right now. None of it is as important as going to watch the WomanKing. The movie was fantastic and I hope Viola and everybody involved gets their coins,2022-09-22 04:03:39+00:00,2013-06-16 10:18:41+00:00
kennedy__harris,,345,694,22443,"Took my grandma to see WomanKing   tonight, second time was even better. ",2022-09-22 04:03:09+00:00,2010-12-26 23:29:48+00:00
MochaMama71,,746,121,12498,"Don't listen to miscreants, go see WomanKing for yourself. Feeeeel the empowerment &amp; justice🔥✊🏾",2022-09-22 04:00:53+00:00,2013-10-18 02:30:00+00:00
MochaMama71,,746,121,12498,"Ok Miss  WomanKing was excellent! I enjoyed every minute, except..AHT AHT🤚🏾 NO SPOILERS HERE. 💐💐💐💐💐💐 Flowers sis. You and the young warrior did that. And to allllll the haters denigrating this movie, YCKVAAMT🤬👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾✊🏾✊🏾✊🏾✊🏾✊🏾💯💯💯💯💯💯",2022-09-22 03:59:54+00:00,2013-10-18 02:30:00+00:00
iVir9,Estados Unidos,240,55,2205,John Boyega tonight with Kimmel Kimmel WomanKing JohnBoyega ,2022-09-22 03:59:18+00:00,2011-06-30 13:30:51+00:00
holdthis___,DC,575,843,66252,WomanKing was a great movie!,2022-09-22 03:52:12+00:00,2010-06-23 13:20:58+00:00
veryownzm,,130,109,12508,WomanKing had me and my crew emotional as hell in that movie theater. We discussed think pieces for 2 hours straight after we watched it. It was so much to unpack and be inspired by.,2022-09-22 03:41:06+00:00,2021-03-15 01:52:40+00:00
veryownzm,,130,109,12508,In other news.. I went to the most luxury movie theater tonight to see WomanKing - they had spicy tuna over crispy rice as a dish.. if you know me then you know.. I was in love just from the food,2022-09-22 03:40:09+00:00,2021-03-15 01:52:40+00:00
Gitem,,3462,2715,3676,Lol see what the WomanKing started ,2022-09-22 03:26:24+00:00,2009-05-08 08:39:13+00:00
